Incident.month,Incident.year,Recovery.status,State,Latitude,Longitude,Shark.common.name,Provoked.unprovoked
11,1941,injured,WA,-26.46666667,110.2666667,other,Unprovoked
6,2016,injured,WA,-23.02411667,113.1294,other,Provoked
2,2017,injured,WA,-23.2411667,113.1294,bull shark,Unprovoked
5,1995,uninjured,WA,-24.83333333,113.1333333,tiger shark,Unprovoked
8,2012,injured,WA,-24.38333333,113.3833333,tiger shark,Unprovoked
4,2011,injured,WA,-24.48333333,113.4,other,Provoked
8,2014,injured,WA,-23.78333333,113.5,other,Provoked
12,1941,injured,WA,-24.88333333,113.65,bull shark,Unprovoked
6,2020,injured,WA,-22.6799,113.698,other,Unprovoked
4,2014,injured,WA,-23.13333333,113.75,other,Provoked
3,1984,injured,WA,-23.13333333,113.7666667,other,Unprovoked
5,2007,injured,WA,-23.13333333,113.7666667,other,Provoked
1,2012,injured,WA,-23.13333333,113.7666667,tiger shark,Unprovoked
3,2005,fatal,WA,-28.71666667,113.7833333,white shark,Unprovoked
3,1803,injured,WA,-25.83333333,113.8833333,tiger shark,Unprovoked
8,1907,injured,WA,-28.85,113.9,tiger shark,Provoked
12,2016,injured,WA,-21.15741667,114.0218833,other,Unprovoked
7,2007,uninjured,WA,-21.95,114.1166667,white shark,Unprovoked
2,2011,injured,WA,-21.95,114.1166667,other,Unprovoked
10,2013,injured,WA,-21.95,114.1166667,other,Unprovoked
4,2020,uninjured,WA,-21.93,114.117778,bull shark,Unprovoked
12,2019,injured,WA,-20.3441,114.143,other,
9,2016,uninjured,WA,-33.11656667,114.1649,white shark,Unprovoked
1,1893,uninjured,WA,-28.76666667,114.6,other,Provoked
8,1930,injured,WA,-28.76666667,114.6,other,Provoked
3,2013,injured,WA,-28.8,114.6,other,Provoked
5,1923,injured,WA,-28.81666667,114.6166667,other,Provoked
8,2010,fatal,WA,-33.85,114.9666667,white shark,Unprovoked
11,2013,fatal,WA,-33.85,114.9666667,white shark,Unprovoked
11,2003,injured,WA,-33.63333333,114.9833333,other,Provoked
7,2004,fatal,WA,-33.85,114.9833333,white shark,Unprovoked
3,2001,injured,WA,-33.96666667,114.9833333,other,Unprovoked
12,2003,injured,WA,-33.96666667,114.9833333,other,Provoked
11,2003,injured,WA,-33.96666667,114.9833333,other,Provoked
4,2004,injured,WA,-33.96666667,114.9833333,other,Unprovoked
12,1997,injured,WA,-33.98333333,114.9833333,other,Unprovoked
1,2004,injured,WA,-33.98333333,114.9833333,other,Unprovoked
9,2017,uninjured,WA,-33.8585,114.9843,white shark,Unprovoked
1,2021,injured,WA,-33.864,114.9864,other,Unprovoked
4,2018,uninjured,WA,-33.9825,114.9922,white shark,Unprovoked
2,2019,uninjured,WA,-33.6702,114.9951,white shark,Provoked
4,1963,injured,WA,-33.63333333,115,white shark,Unprovoked
12,2001,uninjured,WA,-33.63333333,115,white shark,Unprovoked
4,2008,injured,WA,-33.63333333,115,other,Provoked
8,1967,fatal,WA,-30.25,115.0166667,white shark,Provoked
3,2004,injured,WA,-30.25,115.0166667,other,Provoked
11,1960,injured,WA,-34.21666667,115.0166667,other,Provoked
1,1964,injured,WA,-34.21666667,115.0166667,other,Provoked
1,1998,injured,WA,-34.21666667,115.0166667,other,Provoked
12,2001,uninjured,WA,-34.25,115.0166667,white shark,Provoked
4,2018,injured,WA,-33.8416,115.0221,white shark,Unprovoked
4,2018,injured,WA,-33.8416,115.0221,white shark,Unprovoked
1,2018,injured,WA,-33.8416,115.0221,other,Unprovoked
5,2018,uninjured,WA,-33.8416,115.0221,white shark,Unprovoked
9,2011,fatal,WA,-33.53333333,115.0333333,white shark,Unprovoked
7,2020,injured,WA,-33.5427,115.0392,white shark,Unprovoked
3,2018,uninjured,WA,-34.2256,115.0609,tiger shark,Provoked
2,2018,injured,WA,-33.5638,115.0629,other,Provoked
3,2000,injured,WA,-31.95,115.0666667,white shark,Unprovoked
3,1910,uninjured,WA,-34.36666667,115.1166667,other,Unprovoked
12,2016,injured,WA,-31.14531667,115.1265,other,Unprovoked
10,2010,injured,WA,-30.83333333,115.2666667,white shark,Unprovoked
7,2012,fatal,WA,-30.83333333,115.2666667,white shark,Unprovoked
1,1849,fatal,WA,-33.36666667,115.2833333,white shark,Provoked
11,1980,injured,WA,-31,115.3,white shark,Unprovoked
12,1974,injured,WA,-33.63333333,115.35,other,Unprovoked
8,2009,uninjured,WA,-32,115.45,white shark,Unprovoked
10,2011,fatal,WA,-32,115.45,white shark,Unprovoked
2,1981,injured,WA,-32,115.5166667,other,Unprovoked
1,1989,injured,WA,-32,115.5166667,other,Unprovoked
9,1996,injured,WA,-32,115.5166667,other,Unprovoked
3,2012,fatal,WA,-33.46666667,115.5166667,white shark,Unprovoked
1,2020,uninjured,WA,-31.9908,115.5215,white shark,Provoked
6,1895,fatal,WA,-20.78333333,115.5333333,tiger shark,Provoked
11,1936,injured,WA,-31.98333333,115.5333333,other,Provoked
1,1948,injured,WA,-31.98333333,115.5333333,other,Provoked
12,1965,injured,WA,-31.98333333,115.5333333,other,Provoked
9,1966,uninjured,WA,-31.98333333,115.5333333,other,Provoked
7,2004,injured,WA,-31.98333333,115.5333333,other,Unprovoked
1,2008,injured,WA,-31.98333333,115.5333333,other,Unprovoked
3,2009,injured,WA,-31.98333333,115.5333333,other,Provoked
6,2015,injured,WA,-31.98333333,115.5333333,other,Provoked
2,2014,uninjured,WA,-32,115.55,white shark,Provoked
11,2014,injured,WA,-32.6,115.6166667,other,Unprovoked
10,2015,injured,WA,-32.6,115.6166667,other,Unprovoked
2,1910,injured,WA,-33.31666667,115.6166667,white shark,Unprovoked
11,2018,injured,WA,-32.6036,115.6304,other,Unprovoked
5,2016,fatal,WA,-32.58333333,115.6333333,white shark,Unprovoked
11,1885,injured,WA,-33.31666667,115.6333333,white shark,Unprovoked
2,1912,uninjured,WA,-33.31666667,115.6333333,other,Provoked
2,1924,injured,WA,-33.31666667,115.6333333,other,Unprovoked
6,2004,injured,WA,-33.33333333,115.6333333,white shark,Unprovoked
6,2017,uninjured,WA,-33.3146,115.635,white shark,Unprovoked
2,1961,uninjured,WA,-32.11666667,115.65,other,Provoked
4,1987,injured,WA,-32.16666667,115.65,other,Unprovoked
2,2017,uninjured,WA,-32.567,115.65,other,Unprovoked
6,2016,fatal,WA,-31.66666667,115.6666667,white shark,Unprovoked
10,2010,injured,WA,-32.18333333,115.6833333,white shark,Unprovoked
10,1964,injured,WA,-32.51666667,115.6833333,other,Provoked
1,2004,injured,WA,-33.13333333,115.6833333,white shark,Provoked
1,2002,injured,WA,-33.3,115.6833333,other,Unprovoked
3,2009,injured,WA,-32.5,115.7,white shark,Unprovoked
11,1991,injured,WA,-32.51666667,115.7,white shark,Unprovoked
8,1978,uninjured,WA,-31.76666667,115.7166667,white shark,Unprovoked
10,2012,uninjured,WA,-31.76666667,115.7166667,white shark,Unprovoked
6,2012,uninjured,WA,-31.78333333,115.7166667,white shark,Unprovoked
12,2008,fatal,WA,-32.35,115.7166667,white shark,Provoked
3,2003,injured,WA,-32.53333333,115.7166667,other,Provoked
9,2019,uninjured,WA,-31.7247,115.7249,white shark,Provoked
2,2018,injured,WA,-31.7789,115.7326,other,Unprovoked
2,2000,injured,WA,-31.81666667,115.7333333,other,Unprovoked
12,1914,injured,WA,-31.98333333,115.7333333,other,Provoked
11,1920,injured,WA,-31.98333333,115.7333333,other,Unprovoked
2,1981,injured,WA,-32.01666667,115.7333333,other,Unprovoked
3,1956,uninjured,WA,-32.13333333,115.7333333,other,Unprovoked
5,2013,uninjured,WA,-32.4,115.7333333,white shark,Unprovoked
2,2018,uninjured,WA,-32.5361,115.7424,other,Provoked
3,1984,injured,WA,-31.83333333,115.75,other,Unprovoked
3,1985,injured,WA,-31.85,115.75,other,Provoked
2,2004,injured,WA,-31.85,115.75,other,Unprovoked
2,2004,injured,WA,-31.85,115.75,other,Unprovoked
12,1999,uninjured,WA,-31.88333333,115.75,white shark,Provoked
9,2005,uninjured,WA,-31.88333333,115.75,white shark,Unprovoked
6,2004,uninjured,WA,-31.91666667,115.75,white shark,Provoked
2,1946,injured,WA,-31.93333333,115.75,white shark,Unprovoked
1,2006,injured,WA,-31.93333333,115.75,white shark,Provoked
8,2002,uninjured,WA,-31.96666667,115.75,white shark,Unprovoked
11,1925,fatal,WA,-31.98333333,115.75,tiger shark,Unprovoked
10,1997,injured,WA,-31.98333333,115.75,white shark,Unprovoked
4,2000,injured,WA,-31.98333333,115.75,other,Provoked
11,2000,injured,WA,-31.98333333,115.75,white shark,Unprovoked
11,2000,fatal,WA,-31.98333333,115.75,white shark,Unprovoked
10,2011,fatal,WA,-31.98333333,115.75,white shark,Unprovoked
1,2019,injured,WA,-31.989,115.7526,other,Unprovoked
1,1923,fatal,WA,-31.96666667,115.7666667,bull shark,Unprovoked
1,2021,injured,WA,-32.0117,115.7866,bull shark,Unprovoked
1,1959,injured,WA,-31.95,115.85,bull shark,Provoked
1,1964,uninjured,WA,-31.95,115.85,other,Provoked
2,1968,injured,WA,-31.95,115.85,bull shark,Unprovoked
11,1969,injured,WA,-31.95,115.85,bull shark,Unprovoked
2,1933,uninjured,WA,-31.96666667,115.85,bull shark,Provoked
1,2013,injured,WA,-20.35,116.8166667,other,Provoked
6,2010,injured,WA,-35.03333333,116.8333333,white shark,Unprovoked
12,2006,uninjured,WA,-20.36666667,116.8666667,other,Provoked
2,1911,uninjured,WA,-20.38333333,116.8666667,tiger shark,Unprovoked
5,1952,injured,WA,-35.06666667,117.05,other,Provoked
1,1936,injured,WA,-20.66666667,117.1833333,tiger shark,Provoked
9,2017,injured,WA,-20.61367,117.1863,other,Unprovoked
1,1876,injured,WA,-20.7,117.25,bull shark,Provoked
11,1920,injured,WA,-35.01666667,117.3333333,other,Unprovoked
6,2015,injured,WA,-35.01666667,117.3333333,white shark,Unprovoked
1,1996,injured,WA,-35.05,117.6833333,other,Provoked
5,2008,injured,WA,-35.01666667,117.9166667,white shark,Unprovoked
11,1997,injured,WA,-35.13333333,117.95,white shark,Unprovoked
12,2014,fatal,WA,-32.60315055,115.6299629,white shark,Provoked
10,2015,injured,WA,-34.88003124,118.404958,white shark,Provoked
12,1917,injured,WA,-20.3,118.5833333,tiger shark,Unprovoked
11,1916,fatal,WA,-20,119.3333333,tiger shark,Provoked
11,1923,fatal,WA,-20,119.35,tiger shark,Provoked
11,1923,fatal,WA,-20,119.35,tiger shark,Provoked
11,1916,injured,WA,-20,119.3666667,tiger shark,Provoked
9,1995,fatal,WA,-33.88333333,120.6833333,white shark,Unprovoked
4,2017,fatal,WA,-33.83250092,121.9968696,white shark,Unprovoked
3,1987,injured,WA,-33.88333333,121.8166667,white shark,Unprovoked
11,1896,fatal,WA,-33.85,121.8833333,white shark,Unprovoked
2,1971,injured,WA,-33.85,121.8833333,other,Provoked
10,2020,fatal,WA,-34.8611,121.8919,white shark,Unprovoked
1,2020,fatal,WA,-33.9222,121.9032,white shark,Unprovoked
10,2014,injured,WA,-33.83333333,121.9166667,white shark,Unprovoked
5,1882,fatal,WA,-15.88333333,122,tiger shark,Provoked
7,1933,uninjured,WA,-17.96666667,122.1666667,tiger shark,Provoked
5,1949,injured,WA,-17.96666667,122.1666667,bull shark,Unprovoked
11,2020,fatal,WA,-17.9319,122.2081,bull shark,Unprovoked
12,2020,injured,WA,-17.9319,122.2081,other,Unprovoked
3,1989,uninjured,WA,-17.96666667,122.2333333,tiger shark,Provoked
11,1993,fatal,WA,-17.96666667,122.2333333,tiger shark,Provoked
1,1882,injured,WA,-17.98333333,122.2333333,tiger shark,Provoked
12,1882,fatal,WA,-17.98333333,122.2333333,tiger shark,Provoked
7,1927,uninjured,WA,-17.98333333,122.2333333,tiger shark,Provoked
12,2006,injured,WA,-33.91666667,122.5833333,white shark,Unprovoked
2,1957,fatal,WA,-16.38333333,122.9166667,tiger shark,Unprovoked
12,1989,injured,WA,-16.38333333,122.9166667,other,Unprovoked
1,2018,injured,WA,-16.4683,123.5353,bull shark,Provoked
10,2013,injured,WA,-33.95,123.9166667,white shark,Provoked
9,1984,injured,NT,-14.11666667,129.5333333,tiger shark,Unprovoked
7,1938,fatal,NT,-11.4,130.4,other,Provoked
7,1947,uninjured,NT,-12.45,130.7833333,tiger shark,Provoked
3,1986,injured,NT,-12.36666667,130.8333333,other,Provoked
6,1933,uninjured,NT,-12.45,130.8333333,other,Provoked
1,1943,injured,NT,-12.46666667,130.8333333,tiger shark,Unprovoked
1,1900,injured,NT,-11.6,130.95,tiger shark,Unprovoked
1,1901,injured,NT,-11.6,130.95,tiger shark,Unprovoked
10,1987,injured,NT,-14.16666667,132.1833333,bull shark,Unprovoked
10,1989,injured,NT,-14.16666667,132.1833333,bull shark,Unprovoked
10,1934,fatal,NT,-11.66666667,132.5166667,tiger shark,Unprovoked
12,1932,injured,NT,-11.93333333,132.6166667,tiger shark,Unprovoked
2,1975,fatal,SA,-32.08333333,132.9666667,white shark,Provoked
8,1977,injured,SA,-32.08333333,132.9666667,white shark,Unprovoked
9,1980,uninjured,SA,-32.08333333,132.9666667,white shark,Unprovoked
3,1995,injured,SA,-32.08333333,132.9666667,white shark,Unprovoked
9,2000,fatal,SA,-32.08333333,132.9666667,white shark,Unprovoked
2,2000,injured,SA,-32.08333333,132.9833333,white shark,Unprovoked
3,1938,injured,NT,-12.03333333,134.2,other,Unprovoked
1,1974,fatal,SA,-32.76666667,134.2,white shark,Provoked
7,2012,injured,SA,-32.76666667,134.2,white shark,Unprovoked
11,2000,uninjured,SA,-33.18333333,134.65,white shark,Provoked
9,2000,fatal,SA,-33.61666667,134.8166667,white shark,Unprovoked
5,2014,uninjured,SA,-33.63333333,134.8666667,white shark,Unprovoked
2,2011,fatal,SA,-34.71666667,135.15,white shark,Provoked
1,2003,uninjured,SA,-33.86666667,135.1666667,white shark,Unprovoked
8,1992,injured,SA,-34.25,135.1666667,white shark,Unprovoked
1,1975,fatal,SA,-34.68333333,135.35,white shark,Unprovoked
9,2005,injured,SA,-34.83333333,135.6833333,white shark,Unprovoked
4,2015,injured,SA,-34.86666667,135.7666667,white shark,Unprovoked
4,2002,fatal,SA,-34.36666667,135.9166667,white shark,Provoked
3,1985,fatal,SA,-34.46666667,136.0166667,white shark,Unprovoked
12,1983,injured,SA,-35.31666667,136.1,white shark,Provoked
6,1998,fatal,SA,-35.31666667,136.1,white shark,Unprovoked
9,1968,uninjured,SA,-35,136.1666667,white shark,Unprovoked
11,1972,uninjured,SA,-35,136.1666667,white shark,Unprovoked
9,2018,injured,NT,-13.97,136.5933,bull shark,Unprovoked
7,2003,uninjured,NT,-12.18333333,136.7666667,tiger shark,Unprovoked
11,2018,injured,NT,-12.1825,136.7819,other,Provoked
4,2005,injured,NT,-12.11666667,136.8,other,Provoked
2,2019,injured,NT,-13.8611,136.8116,other,Provoked
12,1989,injured,NT,-12.28333333,136.8166667,tiger shark,Provoked
4,2012,injured,SA,-35.18333333,136.85,white shark,Unprovoked
2,1914,injured,SA,-35.23333333,136.9666667,other,Provoked
3,1926,fatal,SA,-34.9,137,white shark,Unprovoked
1,1936,fatal,SA,-34.9,137,white shark,Unprovoked
12,2004,fatal,SA,-34.9,137,white shark,Unprovoked
3,1869,injured,SA,-34.13333333,137.45,other,Provoked
5,1999,fatal,SA,-34.88333333,137.45,white shark,Unprovoked
9,2005,injured,SA,-35.08333333,137.5333333,white shark,Unprovoked
12,2020,injured,SA,-35.9295,137.5966,white shark,Unprovoked
2,2014,fatal,SA,-35.13333333,137.7,white shark,Provoked
9,1976,injured,SA,-32.98333333,137.7833333,white shark,Provoked
3,1929,injured,SA,-34.41666667,137.9166667,other,Unprovoked
3,1929,injured,SA,-34.41666667,137.9166667,other,Unprovoked
1,1929,injured,SA,-34.41666667,137.9166667,other,Provoked
1,1884,fatal,SA,-33.18333333,137.9833333,white shark,Unprovoked
4,1993,injured,SA,-34.21666667,138.0166667,white shark,Provoked
12,1877,injured,SA,-34.73333333,138.0333333,other,Provoked
2,1968,uninjured,SA,-35.6,138.0833333,other,Provoked
11,2009,injured,SA,-35.5,138.2333333,white shark,Unprovoked
12,1962,fatal,SA,-35.4,138.3166667,white shark,Provoked
10,2017,uninjured,SA,-35.448,138.318,white shark,Unprovoked
3,1961,injured,SA,-35.28333333,138.4333333,white shark,Provoked
12,1963,injured,SA,-35.28333333,138.4333333,white shark,Provoked
9,1991,fatal,SA,-35.28333333,138.4333333,white shark,Unprovoked
12,1913,injured,SA,-35.05,138.45,white shark,Unprovoked
2,1873,uninjured,SA,-34.83333333,138.4666667,white shark,Unprovoked
6,2014,injured,SA,-35.63087083,138.4666667,white shark,Unprovoked
3,1989,fatal,SA,-35.63333333,138.4833333,white shark,Unprovoked
1,1836,injured,SA,-34.95,138.5,white shark,Unprovoked
2,1929,uninjured,SA,-34.96666667,138.5,white shark,Unprovoked
12,1946,injured,SA,-34.96666667,138.5,white shark,Unprovoked
3,1961,injured,SA,-34.96666667,138.5,other,Provoked
8,2005,fatal,SA,-34.96666667,138.5,white shark,Unprovoked
9,1987,fatal,SA,-34.91666667,138.5833333,white shark,Unprovoked
10,1988,injured,SA,-34.91666667,138.5833333,white shark,Unprovoked
1,1860,injured,SA,-35.56666667,138.6,white shark,Unprovoked
3,1964,injured,SA,-35.53333333,138.6166667,white shark,Unprovoked
2,1995,injured,SA,-35.53333333,138.6666667,other,Unprovoked
5,1856,injured,SA,-35.53333333,138.6833333,other,Unprovoked
1,1998,injured,SA,-35.5,138.7,other,Unprovoked
12,1998,injured,SA,-35.5,138.7,other,Unprovoked
6,2014,injured,SA,-35.5,138.7166667,white shark,Unprovoked
6,2014,uninjured,SA,-35.5,138.7166667,white shark,Unprovoked
10,1990,injured,SA,-35.51666667,138.7666667,white shark,Unprovoked
2,2003,injured,SA,-35.51666667,138.7666667,other,Unprovoked
11,1973,injured,QLD,-17.68333333,139.3666667,bull shark,Unprovoked
10,1947,injured,QLD,-16.55,139.4,tiger shark,Unprovoked
3,1975,injured,QLD,-16.55,139.4,tiger shark,Unprovoked
4,2007,injured,QLD,-16.55,139.4,other,Unprovoked
3,2016,injured,SA,-37.03333333,139.7333333,other,Provoked
2,1994,injured,SA,-37.31666667,139.8333333,other,Provoked
2,1912,injured,SA,-37.58333333,140.3333333,white shark,Provoked
12,1952,injured,SA,-38.01666667,140.5666667,white shark,Provoked
1,1954,injured,SA,-38.05,140.7,other,Provoked
1,1928,fatal,QLD,-9.516666667,141.5666667,tiger shark,Provoked
12,1849,injured,VIC,-38.33333333,141.6,white shark,Unprovoked
10,2009,uninjured,VIC,-38.33333333,141.6,white shark,Unprovoked
7,2015,injured,VIC,-38.25,141.7833333,white shark,Unprovoked
11,1964,injured,VIC,-38.41666667,142,white shark,Provoked
7,1930,fatal,QLD,-10.25,142.1,tiger shark,Provoked
10,1875,fatal,QLD,-10.25,142.1166667,tiger shark,Provoked
2,1876,fatal,QLD,-10.25,142.1166667,tiger shark,Provoked
1,1892,fatal,QLD,-10.11666667,142.1333333,tiger shark,Provoked
10,1929,injured,QLD,-10.11666667,142.1333333,tiger shark,Unprovoked
4,1929,fatal,QLD,-10.11666667,142.1333333,tiger shark,Unprovoked
10,1941,fatal,QLD,-10.11666667,142.1333333,tiger shark,Unprovoked
3,1989,injured,QLD,-10.11666667,142.1333333,other,Provoked
12,1905,fatal,QLD,-10.2,142.15,tiger shark,Provoked
6,1913,injured,QLD,-10.2,142.15,other,Provoked
8,1906,fatal,QLD,-9.95,142.1666667,tiger shark,Provoked
9,1939,injured,QLD,-9.95,142.1666667,tiger shark,Provoked
6,1938,fatal,QLD,-10.56666667,142.1666667,other,Provoked
12,1897,injured,QLD,-9.95,142.1833333,tiger shark,Unprovoked
6,1930,fatal,QLD,-9.95,142.1833333,tiger shark,Unprovoked
8,1936,injured,QLD,-9.95,142.1833333,other,Provoked
8,1937,injured,QLD,-9.95,142.1833333,tiger shark,Provoked
1,1930,injured,QLD,-10.15,142.1833333,tiger shark,Provoked
1,1986,fatal,QLD,-10.66666667,142.1833333,tiger shark,Provoked
7,1855,fatal,QLD,-10.56666667,142.2,tiger shark,Unprovoked
12,1895,uninjured,QLD,-10.56666667,142.2166667,tiger shark,Provoked
4,1901,injured,QLD,-10.56666667,142.2166667,tiger shark,Provoked
4,1901,injured,QLD,-10.56666667,142.2166667,tiger shark,Provoked
3,1911,fatal,QLD,-10.56666667,142.2166667,tiger shark,Unprovoked
3,1913,injured,QLD,-10.56666667,142.2166667,tiger shark,Provoked
10,1923,injured,QLD,-10.56666667,142.2166667,tiger shark,Provoked
11,1926,injured,QLD,-10.56666667,142.2166667,tiger shark,Provoked
4,1927,injured,QLD,-10.56666667,142.2166667,tiger shark,Provoked
1,1927,injured,QLD,-10.56666667,142.2166667,tiger shark,Provoked
4,1927,injured,QLD,-10.56666667,142.2166667,tiger shark,Provoked
12,1929,injured,QLD,-10.56666667,142.2166667,tiger shark,Unprovoked
9,1929,injured,QLD,-10.56666667,142.2166667,tiger shark,Provoked
2,1930,injured,QLD,-10.56666667,142.2166667,tiger shark,Unprovoked
1,1931,injured,QLD,-10.56666667,142.2166667,tiger shark,Provoked
8,1932,injured,QLD,-10.56666667,142.2166667,tiger shark,Unprovoked
9,1933,fatal,QLD,-10.56666667,142.2166667,tiger shark,Provoked
1,1935,fatal,QLD,-10.56666667,142.2166667,tiger shark,Unprovoked
1,1940,injured,QLD,-10.56666667,142.2166667,tiger shark,Provoked
10,1941,injured,QLD,-10.56666667,142.2166667,tiger shark,Unprovoked
11,1946,fatal,QLD,-10.56666667,142.2166667,tiger shark,Provoked
4,1957,injured,QLD,-10.56666667,142.2166667,tiger shark,Provoked
1,2010,injured,QLD,-10.56666667,142.2166667,other,Unprovoked
12,1928,injured,QLD,-10.58333333,142.2166667,tiger shark,Provoked
7,1928,injured,QLD,-10.58333333,142.2166667,tiger shark,Unprovoked
1,1931,injured,QLD,-10.58333333,142.2166667,tiger shark,Provoked
1,1937,injured,QLD,-10.58333333,142.2166667,tiger shark,Unprovoked
5,1956,injured,QLD,-10.58333333,142.2166667,tiger shark,Provoked
7,1957,injured,QLD,-10.58333333,142.2166667,tiger shark,Provoked
4,1959,injured,QLD,-10.58333333,142.2166667,tiger shark,Provoked
6,1936,fatal,QLD,-10.6,142.2166667,tiger shark,Provoked
12,1961,injured,QLD,-10.38333333,142.2833333,tiger shark,Unprovoked
11,1900,fatal,QLD,-10.55,142.3833333,other,Provoked
1,1954,injured,QLD,-10.23333333,142.4833333,tiger shark,Provoked
1,1877,injured,VIC,-38.38333333,142.4833333,white shark,Unprovoked
3,1961,injured,VIC,-38.38333333,142.4833333,white shark,Unprovoked
7,2008,uninjured,VIC,-38.38333333,142.4833333,white shark,Unprovoked
3,1878,injured,VIC,-38.38333333,142.5,other,Unprovoked
1,2017,uninjured,QLD,-10.65406667,142.5072333,other,Provoked
3,1929,fatal,QLD,-9.416666667,142.5333333,tiger shark,Unprovoked
2,1934,injured,QLD,-10.6,142.6166667,tiger shark,Provoked
5,1932,fatal,QLD,-9.4,142.6666667,tiger shark,Unprovoked
5,1935,injured,QLD,-9.4,142.6666667,other,Provoked
8,1935,fatal,QLD,-9.4,142.6666667,tiger shark,Provoked
1,1878,injured,QLD,-9.633333333,142.6833333,tiger shark,Provoked
11,1948,injured,QLD,-9.633333333,142.6833333,tiger shark,Provoked
4,1893,injured,QLD,-9.816666667,142.7,tiger shark,Unprovoked
6,2012,injured,VIC,-38.61666667,142.9833333,white shark,Unprovoked
5,1929,injured,QLD,-10.05,143.0666667,tiger shark,Provoked
7,2019,injured,QLD,-11.9667,143.2333,tiger shark,Provoked
10,1934,fatal,QLD,-9.966666667,143.2666667,tiger shark,Provoked
12,2016,uninjured,QLD,-12.45183333,143.3444167,bull shark,Provoked
3,1936,injured,QLD,-12.16666667,143.3833333,other,Unprovoked
3,1958,fatal,QLD,-9.75,143.4,tiger shark,Provoked
10,1939,injured,QLD,-12.61666667,143.45,tiger shark,Provoked
3,1936,injured,QLD,-12.78333333,143.6,tiger shark,Provoked
1,1893,fatal,QLD,-13.93333333,143.7333333,tiger shark,Unprovoked
9,1954,fatal,QLD,-9.583333333,143.7666667,tiger shark,Provoked
1,1959,injured,TAS,-39.85,143.8333333,white shark,Unprovoked
11,2020,uninjured,QLD,-13.7333,143.8667,other,Provoked
8,2017,injured,VIC,-38.5367,143.9715,white shark,Unprovoked
9,2016,uninjured,VIC,-38.06115,144.04745,white shark,Unprovoked
11,1959,injured,VIC,-38.45,144.0833333,white shark,Unprovoked
2,1975,injured,VIC,-38.4,144.1833333,other,Provoked
12,1996,injured,VIC,-38.41666667,144.1833333,other,Unprovoked
12,2006,injured,VIC,-38.36666667,144.2666667,white shark,Unprovoked
3,2014,uninjured,VIC,-38.36666667,144.2666667,white shark,Unprovoked
3,2018,injured,VIC,-38.37,144.28,other,Unprovoked
5,2020,injured,VIC,-38.3669,144.2847,other,Unprovoked
2,1985,uninjured,VIC,-38.33333333,144.3,white shark,Unprovoked
6,1891,injured,VIC,-38.33333333,144.3166667,other,Provoked
2,1856,injured,VIC,-38.13333333,144.4166667,white shark,Unprovoked
1,2010,injured,VIC,-38.28333333,144.4333333,white shark,Unprovoked
11,1997,uninjured,VIC,-38.28333333,144.45,white shark,Unprovoked
2,1928,fatal,QLD,-14.15,144.5,tiger shark,Provoked
2,1933,injured,QLD,-14.15,144.5,tiger shark,Provoked
